
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-22 03:59:33 /api/manage/registration-competitions .............................................. ~ 505.81ms
  2026-08-22 03:59:33 /api/manage/registrations ............................................................... ~ 1dt
  2026-08-22 03:59:34 /api/manage/notifications ............................................................... ~ 1dt
  2026-08-22 03:59:34 /api/manage/editions .................................................................... ~ 1dt
  2026-08-22 03:59:36 /api/manage/registrations/17 ....................................................... ~ 514.04ms
  2026-08-22 03:59:37 /api/manage/registrations/17 ....................................................... ~ 502.61ms
  2026-08-22 03:59:38 /api/content/data-consent .......................................................... ~ 507.37ms
  2026-08-22 03:59:38 /api/content/data-consent ............................................................... ~ 1dt
  2026-08-22 03:59:38 /api/content/data-consent ............................................................... ~ 1dt
  2026-08-22 03:59:38 /api/content/data-consent .......................................................... ~ 512.25ms
  2026-08-22 03:59:42 ......................................................................................... ~ 5dt
  2026-08-22 03:59:47 /storage/registrations/7/members/GJ3Yyk4z1leJp9O8QczCZp2ovozDyeNoKBT9a3Xp.jpg ...... ~ 508.82ms
  2026-08-22 03:59:53 /storage/registrations/7/members/xBxrsDXdiTDjOzLwlSVoS7xIxxXqwQqCrYEbrpEY.jpg ...... ~ 512.13ms
  2026-08-22 04:00:17 /api/logout ........................................................................ ~ 505.96ms
  2026-08-22 04:00:18 /api/logout ........................................................................ ~ 503.28ms
  2026-08-22 04:00:33 /api/login ......................................................................... ~ 513.65ms
  2026-08-22 04:00:33 /api/login .............................................................................. ~ 1dt
  2026-08-22 04:00:34 /api/participant/registrations ..................................................... ~ 505.11ms
  2026-08-22 04:00:34 /api/participant/registrations ..................................................... ~ 507.81ms
  2026-08-22 04:00:34 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 04:00:34 /api/participant/notifications ..................................................... ~ 513.49ms
  2026-08-22 04:00:35 /api/participant/notifications ..................................................... ~ 511.51ms
  2026-08-22 04:00:35 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 04:00:36 /api/participant/registrations ..................................................... ~ 512.66ms
  2026-08-22 04:00:36 /api/participant/registrations ..................................................... ~ 509.83ms
  2026-08-22 04:00:36 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 04:00:37 /api/participant/notifications .......................................................... ~ 1dt
  2026-08-22 04:00:37 /api/participant/notifications .......................................................... ~ 1dt
  2026-08-22 04:00:38 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 04:00:38 /api/content/general-documents ..................................................... ~ 506.37ms
  2026-08-22 04:00:38 /api/content/general-documents ..................................................... ~ 512.84ms
  2026-08-22 04:00:39 /api/content/general-documents .......................................................... ~ 1dt
  2026-08-22 04:00:39 /api/content/general-documents ..................................................... ~ 504.96ms
  2026-08-22 04:00:53 /api/participant/registrations/17/member-slots/2/documents ......................... ~ 511.43ms
  2026-08-22 04:00:53 /api/participant/registrations/17/member-slots/2/documents .............................. ~ 1dt
  2026-08-22 04:01:07 /api/participant/registrations/17/member-slots/2/documents ......................... ~ 518.55ms
  2026-08-22 04:01:08 /api/participant/registrations/17/member-slots/2/documents ......................... ~ 519.63ms
  2026-08-22 04:01:30 /api/participant/registrations ....................................................... ~ 2.22ms
  2026-08-22 04:01:30 /api/participant/registrations ..................................................... ~ 508.92ms
  2026-08-22 04:05:08 /api/participant/judging-results ..................................................... ~ 1.20ms
  2026-08-22 04:05:08 /api/participant/notifications ..................................................... ~ 511.66ms
  2026-08-22 04:05:08 /api/participant/registrations ..................................................... ~ 510.46ms
  2026-08-22 04:05:08 /api/participant/notifications ....................................................... ~ 1.16ms
  2026-08-22 04:05:08 /api/participant/judging-results ..................................................... ~ 0.68ms
  2026-08-22 04:05:08 /api/participant/registrations ....................................................... ~ 0.93ms
  2026-08-22 04:05:09 /api/participant/judging-results ..................................................... ~ 1.26ms
  2026-08-22 04:05:09 /api/participant/notifications ..................................................... ~ 506.11ms
  2026-08-22 04:05:09 /api/participant/registrations ..................................................... ~ 506.17ms
  2026-08-22 04:05:09 /api/participant/notifications ....................................................... ~ 1.33ms
  2026-08-22 04:05:09 /api/participant/judging-results ................................................... ~ 510.66ms
  2026-08-22 04:05:09 /api/participant/registrations ..................................................... ~ 511.38ms
  2026-08-22 04:05:09 /api/content/general-documents ....................................................... ~ 1.59ms
  2026-08-22 04:05:09 /api/content/general-documents ....................................................... ~ 0.83ms
  2026-08-22 04:05:10 /api/participant/judging-results ..................................................... ~ 1.15ms
  2026-08-22 04:05:10 /api/participant/notifications ..................................................... ~ 503.63ms
  2026-08-22 04:05:10 /api/participant/registrations ..................................................... ~ 504.41ms
  2026-08-22 04:05:10 /api/participant/judging-results ..................................................... ~ 0.91ms
  2026-08-22 04:05:10 /api/participant/notifications ....................................................... ~ 0.97ms
  2026-08-22 04:05:10 /api/content/general-documents ....................................................... ~ 0.81ms
  2026-08-22 04:05:10 /api/content/general-documents ..................................................... ~ 502.77ms
  2026-08-22 04:05:10 /api/participant/registrations ..................................................... ~ 503.89ms
  2026-08-22 04:05:10 /api/participant/judging-results ..................................................... ~ 1.91ms
  2026-08-22 04:05:10 /api/participant/notifications ....................................................... ~ 1.61ms
  2026-08-22 04:05:11 /api/participant/registrations ..................................................... ~ 514.85ms
  2026-08-22 04:05:11 /api/participant/judging-results ................................................... ~ 515.60ms
  2026-08-22 04:05:11 /api/participant/notifications ....................................................... ~ 1.89ms
  2026-08-22 04:05:11 /api/participant/registrations ....................................................... ~ 1.32ms
  2026-08-22 04:05:11 /api/content/general-documents ..................................................... ~ 506.48ms
  2026-08-22 04:05:11 /api/content/general-documents ..................................................... ~ 506.75ms
  2026-08-22 04:05:12 /api/content/general-documents ....................................................... ~ 0.26ms
  2026-08-22 04:05:12 /api/content/general-documents ....................................................... ~ 0.17ms
  2026-08-22 04:06:10 /api/participant/judging-results ................................................... ~ 505.89ms
  2026-08-22 04:06:10 /api/participant/notifications ..................................................... ~ 506.80ms
  2026-08-22 04:06:10 /api/participant/registrations ....................................................... ~ 1.02ms
  2026-08-22 04:06:10 /api/participant/notifications ....................................................... ~ 0.90ms
  2026-08-22 04:06:10 /api/participant/judging-results ................................................... ~ 507.37ms
  2026-08-22 04:06:10 /api/participant/registrations ..................................................... ~ 508.05ms
  2026-08-22 04:06:10 /api/participant/judging-results ..................................................... ~ 0.71ms
  2026-08-22 04:06:10 /api/participant/notifications ....................................................... ~ 0.69ms
  2026-08-22 04:06:10 /api/participant/registrations ....................................................... ~ 0.67ms
  2026-08-22 04:06:11 /api/participant/judging-results ..................................................... ~ 1.12ms
  2026-08-22 04:06:11 /api/participant/notifications ..................................................... ~ 505.54ms
  2026-08-22 04:06:11 /api/participant/registrations ..................................................... ~ 506.42ms
  2026-08-22 04:06:12 /api/participant/judging-results ..................................................... ~ 2.06ms
  2026-08-22 04:06:12 /api/participant/notifications ..................................................... ~ 505.89ms
  2026-08-22 04:06:12 /api/participant/registrations ..................................................... ~ 507.85ms
  2026-08-22 04:06:12 /api/participant/notifications ....................................................... ~ 2.27ms
  2026-08-22 04:06:12 /api/participant/judging-results ..................................................... ~ 1.59ms
  2026-08-22 04:06:13 /api/participant/registrations ..................................................... ~ 508.77ms
  2026-08-22 04:06:13 /api/participant/judging-results ................................................... ~ 509.19ms
  2026-08-22 04:06:13 /api/participant/notifications ....................................................... ~ 1.32ms
  2026-08-22 04:06:13 /api/participant/registrations ....................................................... ~ 1.03ms
  2026-08-22 04:06:13 /api/participant/judging-results ..................................................... ~ 1.14ms
  2026-08-22 04:06:13 /api/participant/notifications ..................................................... ~ 506.99ms
  2026-08-22 04:06:13 /api/participant/registrations ..................................................... ~ 506.50ms
  2026-08-22 04:06:13 /api/participant/judging-results ..................................................... ~ 0.69ms
  2026-08-22 04:06:13 /api/participant/judging-results ..................................................... ~ 0.91ms
  2026-08-22 04:06:14 /api/participant/notifications ..................................................... ~ 507.39ms
  2026-08-22 04:06:14 /api/participant/registrations ..................................................... ~ 508.05ms
  2026-08-22 04:06:14 /api/participant/judging-results ..................................................... ~ 1.12ms
  2026-08-22 04:06:14 /api/participant/notifications ....................................................... ~ 0.97ms
  2026-08-22 04:06:14 /api/participant/registrations ..................................................... ~ 514.98ms
  2026-08-22 04:06:14 /api/participant/notifications ..................................................... ~ 515.13ms
  2026-08-22 04:06:14 /api/participant/registrations ....................................................... ~ 0.91ms
  2026-08-22 04:06:15 /api/participant/judging-results ..................................................... ~ 0.78ms
  2026-08-22 04:06:15 /api/content/general-documents ..................................................... ~ 514.72ms
  2026-08-22 04:06:15 /api/content/general-documents ..................................................... ~ 515.01ms
  2026-08-22 04:06:15 /api/participant/notifications ....................................................... ~ 0.87ms
  2026-08-22 04:06:15 /api/participant/registrations ....................................................... ~ 1.00ms
  2026-08-22 04:06:15 /api/participant/judging-results ..................................................... ~ 0.98ms
  2026-08-22 04:06:15 /api/participant/notifications ..................................................... ~ 505.42ms
  2026-08-22 04:06:15 /api/participant/registrations ..................................................... ~ 505.79ms
  2026-08-22 04:06:15 /api/content/general-documents ....................................................... ~ 1.05ms
  2026-08-22 04:06:16 /api/content/general-documents ....................................................... ~ 1.42ms
  2026-08-22 04:06:16 /api/participant/judging-results ................................................... ~ 508.58ms
  2026-08-22 04:06:16 /api/participant/notifications ..................................................... ~ 508.14ms
  2026-08-22 04:06:16 /api/participant/registrations ....................................................... ~ 1.01ms
  2026-08-22 04:06:16 /api/participant/judging-results ..................................................... ~ 0.80ms
  2026-08-22 04:06:16 /api/participant/notifications ....................................................... ~ 0.97ms
  2026-08-22 04:06:16 /api/participant/registrations ..................................................... ~ 507.55ms
  2026-08-22 04:06:16 /api/participant/judging-results ................................................... ~ 507.64ms
  2026-08-22 04:06:17 /api/participant/notifications ....................................................... ~ 0.91ms
  2026-08-22 04:06:17 /api/participant/registrations ..................................................... ~ 504.11ms
  2026-08-22 04:06:17 /api/content/general-documents ..................................................... ~ 504.25ms
  2026-08-22 04:06:17 /api/content/general-documents ....................................................... ~ 0.72ms
  2026-08-22 04:06:17 /api/content/general-documents ....................................................... ~ 0.11ms
  2026-08-22 04:06:17 /api/content/general-documents ....................................................... ~ 0.14ms
  2026-08-22 04:06:17 /api/participant/judging-results ..................................................... ~ 1.72ms
  2026-08-22 04:06:17 /api/participant/notifications ....................................................... ~ 3.15ms
  2026-08-22 04:06:18 /api/participant/registrations ....................................................... ~ 1.60ms
  2026-08-22 04:06:18 /api/participant/notifications ....................................................... ~ 1.03ms
  2026-08-22 04:06:18 /api/participant/judging-results ................................................... ~ 509.15ms
  2026-08-22 04:06:18 /api/participant/registrations ..................................................... ~ 510.64ms
  2026-08-22 04:06:18 /api/participant/judging-results ..................................................... ~ 1.49ms
  2026-08-22 04:06:18 /api/participant/notifications ....................................................... ~ 1.09ms
  2026-08-22 04:06:18 /api/participant/registrations ..................................................... ~ 527.72ms
  2026-08-22 04:06:18 /api/participant/notifications ..................................................... ~ 527.84ms
  2026-08-22 04:06:18 /api/participant/judging-results ..................................................... ~ 1.04ms
  2026-08-22 04:06:19 /api/participant/registrations ....................................................... ~ 0.92ms
  2026-08-22 04:06:19 /api/content/general-documents ..................................................... ~ 533.14ms
  2026-08-22 04:06:19 /api/content/general-documents ..................................................... ~ 533.42ms
  2026-08-22 04:06:19 /api/participant/judging-results ..................................................... ~ 0.99ms
  2026-08-22 04:06:19 /api/participant/notifications ....................................................... ~ 0.68ms
  2026-08-22 04:06:19 /api/participant/registrations ....................................................... ~ 1.16ms
  2026-08-22 04:06:19 /api/participant/judging-results ..................................................... ~ 1.39ms
  2026-08-22 04:06:19 /api/participant/notifications ..................................................... ~ 503.06ms
  2026-08-22 04:06:19 /api/content/general-documents ..................................................... ~ 502.83ms
  2026-08-22 04:06:20 /api/content/general-documents ....................................................... ~ 1.86ms
  2026-08-22 04:06:20 /api/participant/registrations ....................................................... ~ 1.28ms
  2026-08-22 04:06:20 /api/participant/judging-results ..................................................... ~ 0.78ms
  2026-08-22 04:06:20 /api/participant/notifications ..................................................... ~ 509.74ms
  2026-08-22 04:06:20 /api/participant/registrations ..................................................... ~ 511.30ms
  2026-08-22 04:06:20 /api/participant/judging-results ..................................................... ~ 1.79ms
  2026-08-22 04:06:20 /api/participant/notifications ....................................................... ~ 1.40ms
  2026-08-22 04:06:20 /api/participant/registrations ..................................................... ~ 507.11ms
  2026-08-22 04:06:21 /api/content/general-documents ..................................................... ~ 507.60ms
  2026-08-22 04:06:21 /api/content/general-documents ....................................................... ~ 0.82ms
  2026-08-22 04:06:21 /api/content/general-documents ....................................................... ~ 0.10ms
  2026-08-22 04:06:21 /api/content/general-documents ..................................................... ~ 502.01ms
  2026-08-22 07:23:24 /api/editions ...................................................................... ~ 504.92ms
  2026-08-22 07:23:24 /api/editions ...................................................................... ~ 504.85ms
  2026-08-22 07:23:24 /api/editions ........................................................................... ~ 1dt
  2026-08-22 07:23:25 /api/editions ...................................................................... ~ 510.37ms
  2026-08-22 07:23:36 /api/login ......................................................................... ~ 515.64ms
  2026-08-22 07:23:36 /api/login .............................................................................. ~ 1dt
  2026-08-22 07:23:43 /api/login ........................................................................... ~ 2.06ms
  2026-08-22 07:23:44 /api/login .............................................................................. ~ 1dt
  2026-08-22 07:23:45 /api/manage/dashboard .............................................................. ~ 502.31ms
  2026-08-22 07:23:45 /api/manage/competitions ............................................................. ~ 0.39ms
  2026-08-22 07:23:45 /api/manage/notifications .......................................................... ~ 516.64ms
  2026-08-22 07:23:45 /api/manage/editions ............................................................... ~ 517.41ms
  2026-08-22 07:23:46 /api/manage/dashboard .............................................................. ~ 509.00ms
  2026-08-22 07:23:46 /api/manage/competitions ................................................................ ~ 1dt
  2026-08-22 07:23:46 /api/manage/notifications .......................................................... ~ 509.35ms
  2026-08-22 07:23:47 /api/manage/editions ............................................................... ~ 519.90ms
  2026-08-22 07:23:47 /api/manage/dashboard ................................................................... ~ 1dt
  2026-08-22 07:23:47 /api/manage/competitions ................................................................ ~ 1dt
  2026-08-22 07:23:48 /api/manage/notifications ............................................................... ~ 1dt
  2026-08-22 07:23:48 /api/manage/editions .................................................................... ~ 1dt
  2026-08-22 07:23:49 /api/manage/dashboard .............................................................. ~ 597.77ms
  2026-08-22 07:23:49 /api/manage/competitions ........................................................... ~ 530.00ms
  2026-08-22 07:23:50 /api/manage/notifications ............................................................... ~ 1dt
  2026-08-22 07:23:50 /api/manage/editions .................................................................... ~ 1dt
  2026-08-22 07:23:51 /api/manage/competition-types ...................................................... ~ 505.89ms
  2026-08-22 07:23:52 /api/manage/competition-types ...................................................... ~ 510.73ms
  2026-08-22 07:23:55 /api/manage/competitions ........................................................... ~ 507.13ms
  2026-08-22 07:23:56 /api/manage/competitions ............................................................. ~ 0.46ms
  2026-08-22 07:23:56 /api/manage/competitions ........................................................... ~ 519.98ms
  2026-08-22 07:23:56 /api/manage/competitions ........................................................... ~ 504.01ms
  2026-08-22 07:24:01 /api/logout ........................................................................ ~ 511.78ms
  2026-08-22 07:24:01 /api/logout ........................................................................ ~ 506.68ms
  2026-08-22 07:24:15 /api/login ........................................................................... ~ 2.49ms
  2026-08-22 07:24:15 /api/login .............................................................................. ~ 1dt
  2026-08-22 07:24:16 /api/participant/judging-results ................................................... ~ 504.93ms
  2026-08-22 07:24:16 /api/participant/notifications ....................................................... ~ 0.43ms
  2026-08-22 07:24:16 /api/participant/registrations ..................................................... ~ 512.75ms
  2026-08-22 07:24:17 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 07:24:17 /api/participant/notifications ..................................................... ~ 518.92ms
  2026-08-22 07:24:17 /api/participant/registrations ..................................................... ~ 507.56ms
  2026-08-22 07:24:18 /api/participant/judging-results ........................................................ ~ 1dt
  2026-08-22 07:24:18 /api/participant/notifications .......................................................... ~ 1dt
  2026-08-22 07:24:18 /api/participant/registrations ..................................................... ~ 516.82ms
  2026-08-22 07:24:19 /api/participant/judging-results ................................................... ~ 508.12ms
  2026-08-22 07:24:19 /api/participant/notifications .......................................................... ~ 1dt
  2026-08-22 07:24:19 /api/participant/registrations ..................................................... ~ 510.15ms
  2026-08-22 07:24:20 /api/content/general-documents ..................................................... ~ 516.47ms
  2026-08-22 07:24:20 /api/content/general-documents .......................................................... ~ 1dt
  2026-08-22 07:24:20 /api/content/general-documents ..................................................... ~ 517.37ms
  2026-08-22 07:24:21 /api/content/general-documents ..................................................... ~ 503.60ms
  2026-08-22 07:24:49 /api/participant/registrations ..................................................... ~ 507.12ms
  2026-08-22 07:24:49 /api/participant/registrations ..................................................... ~ 504.24ms
  2026-08-22 07:26:48 /api/participant/registrations ..................................................... ~ 513.79ms
  2026-08-22 07:26:48 /api/participant/registrations ..................................................... ~ 504.06ms
  2026-08-22 07:26:51 /api/participant/registrations ....................................................... ~ 0.57ms
  2026-08-22 07:26:51 /api/participant/registrations ..................................................... ~ 509.23ms
